"L1016" "L1085" "L1368" "L1369" "L1370" "L1372" "L1376" "L1382" "L1385" "L1386" "L2292" "L2295" "L2296" "L2297" "L2301" "L2302" "L2611" "L2614" "L2616" "L2618" "L2619" "L2620" "L3431" "L3432" "L3433" "L3434" "L3435" "L3436" "L3437" "L3438" "L3439" "L3440" "L3441" "L3442" "L3443" "L3444" "L3445" "L3446" "L3447" "L3448" "L3449" "L3460" "L3463" "L3465" "L3470" "L3475" "L3477" "L3534" "L428" "L432" "L436" "L975" "L997"
"PRSS35_HLA-DQB1" -0.478486449943618 0.624940172103074 0.344582470229141 -0.420648893280453 -0.410840806021357 2.31662961244591 -0.569878337297767 -0.553543529982322 -0.250011113393677 -1.085793409923 -0.722671839999204 -1.09217722112769 -0.444155879382704 -0.84928189904167 1.51419380369618 -0.438323012882441 -0.327053765026958 -0.688973849068415 0.492305907980948 -0.171671263160371 -0.453762990659867 -0.729350726966341 -1.00276164923353 -0.514750370941988 -1.15024992797778 -0.840049630842873 -0.345395163380834 -1.28766905487439 -0.951839932100479 -0.722602696600103 -0.481541058550929 -0.488316980354882 -0.486432475696532 -0.285961449453414 -2.56161267067449 -0.853437323468388 -1.87878997172539 -0.145644469829395 0.891599223212461 -0.957183667268724 -0.343306184085277 -0.428696670117128 -0.00346239809863536 -0.505052217622714 2.1305591788569 -2.14503534045011 -0.551451536912963 1.47679857659161 -0.837204159581527 -1.47359002360512 -0.876765046411439 -1.59373650748731 0.0362349852465266
"AEBP1_SERPINE2" 1.48718826960693 0.747759646968474 0.385048733479775 0.367875071321547 0.0802187761237297 -0.199200566925031 2.76012625442629 -2.63385131656858 0.951111787939334 0.922986221634973 0.434567470440383 0.152980687260277 -0.967964203836841 -1.21275185081278 -0.153660362563082 -0.746739217711733 -2.59361090472283 3.12752823457309 -0.646878281173965 -0.675982214988827 -0.0747609257676599 -0.0604252242356987 1.80368399758148 -0.530119802340421 0.0485544351696777 0.434605250072556 0.125065301119854 -0.679082513249494 -0.0990147858014383 0.0739461381860271 0.433383994265369 0.330614269210817 0.365619313969011 0.262843651243469 -2.54365294497291 -1.33532496634768 -0.459160956543445 0.784491405981066 0.264409416080225 0.0584919940841473 0.224707314120088 1.03942942845854 -0.0253595189123082 1.27112921207389 0.0332671206122515 1.41318639063644 0.0375899449799588 0.541193629815397 -0.871290644364635 -1.48774730242007 -0.238708524485914 0.568267249697972 0.0410660741625313
"FBLN2_CD248" -0.150798852338546 0.216926499827065 1.07995129093848 -0.353952745750414 0.334856934202236 0.489750333161922 -0.915385491450456 0.725637711636168 1.85644338802653 1.1259759045995 0.511613010812202 2.07926830960783 -0.306216850095379 1.91021690023315 -0.0897920530222999 0.123645880855672 0.500693507934166 -0.496830924115791 0.542327539174688 0.257613017336814 0.491547758596472 0.138341805277342 -0.0222159233330294 0.317440375962775 -0.129797499903435 -1.108131296465 0.0129038351541056 -1.38573393803678 0.157525522230905 -0.154348558579004 -0.133842977320207 -0.022765792988503 0.680517653315294 -0.440826256132423 1.2611557531132 0.589271240254083 1.69793193021864 -0.854329705757588 0.647049297488078 -1.3846714627741 -0.747267383512178 0.127458778455271 0.149113129322601 0.31162765553215 0.744070255704825 -0.291136489239546 0.688845408528305 0.118999242307472 1.20206949589279 0.278874728552609 0.326540039113934 0.415615977609203 0.430374793600464
"SULF1_CD248" 0.979101641939382 -0.0199361236449201 0.939490636247736 0.307868046443395 0.294770165641177 0.202149722776766 0.460258249081803 0.503675469486941 1.94351736952821 -0.0495102636084193 -0.383369073227364 -1.01952131067815 1.39524677291246 0.521195355304709 -0.158668043673101 0.0251246154004842 -1.07575641491735 1.23689762247333 0.57450857239998 0.315488617382104 -0.520570512035107 0.25993945159496 1.49243405559797 0.156732816888289 -0.0517480035046718 1.55864115420179 0.552656245379573 0.438008753077226 0.253489288639153 0.216500066361238 2.41073230037137 0.363829243286363 0.974209859545529 -0.11799756481413 -3.62464749633594 0.456152255911523 1.6046318171996 1.57743388042338 0.615306450840543 0.273690255763421 0.703551645489498 0.109073740612269 0.302826887587082 0.267256317854746 0.848995675562911 0.230243264432679 -1.76861608165918 0.338773800619787 0.079722551078196 -0.83356005150719 0.0886518695907143 -0.406967757137194 0.474382805606893
"PHGDH_CDKN2A" -0.690700229050885 0.00795825690918481 -1.39065344190859 -0.377188436753008 0.511803402686827 0.0415063607251258 -0.760369522984085 1.04000076885928 0.0560661909476868 0.0254370478281069 -0.209248108868586 4.60272131244368 0.533934309212362 -0.0361531262095854 1.11047206368112 0.895509248695228 1.64201195573347 -0.0950076069132321 0.104769828735925 0.31399326586122 0.0247727551799245 0.122365662484117 0.0231043589569505 0.0417510644215004 -0.000432554912924238 -3.09025111950109 -0.307213153621157 -0.358781138252063 0.1926080043168 0.110050627036896 0.244788304278911 0.127980980691674 0.581127031872826 0.529332151604519 2.02316247326624 1.5329042257913 0.0669125987691686 0.225046973575809 -0.918675877396479 0.308858258684065 -0.239290201281697 -5.28972929035516 0.758424454691248 0.212419557139748 -0.828624999111218 1.11149476994211 0.166481271149645 -0.645687216324216 0.826816761394859 0.123777218335542 1.04765067135533 -0.655379508681794 0.75158621524978
"BGLAP_GZMA" -0.298981027894164 0.219567015677741 -0.555406181476873 2.50885213373402 0.582559151879451 0.380453218648871 0.13852962823892 -1.28422012003542 -0.133612576003663 0.277235975498551 -2.89400510407094 -0.217892688943469 -0.30849356293875 -0.0778074145690968 1.54050583943835 -0.611374935248338 -0.0278885580178239 1.01908243078942 -0.0426398458385686 0.469128680390793 -0.025787018019266 -0.613705254277884 0.455543894729803 0.280199569722227 0.0315687232213768 1.18329388955199 -0.00490719707595867 0.051025638463818 -0.969374636900921 0.358610302317883 -0.467233334247838 0.208922604927052 -2.20972910791716 -0.0402670547191421 -2.09067982114718 -0.778647065496121 -1.60490310802995 1.26493525293982 1.49883910419623 0.196776309354994 0.542453646596065 0.658567695043144 -0.655498753864589 0.552168568823142 1.26278473124091 -0.010381198530089 -0.213330274384928 -0.419718180453073 -0.0138341853004278 -0.994507496696038 0.550694268755092 -0.616642097606197 -0.9780004827113
"MFI2_GZMA" 0.33321288330436 -0.23191179980685 -1.53330992839604 1.38958137491988 -0.62921596570995 0.369261162749971 -0.158441034184909 -1.32918064757216 -0.0927654606126302 -0.150379544252777 -1.03448789751752 -0.60980176046817 0.147965585072335 -0.033719244256554 3.03462196129588 -0.521829993754888 -0.446671819055439 -0.894036055785651 -0.0870735416402942 0.875201907986327 -0.0690862307915604 -0.115060146773964 -0.762690090499856 0.869232414167503 -0.185026058514018 -1.10548497648762 -0.309718464170496 0.141800429737843 -0.838702362078896 0.0180512870143881 0.616444365299545 0.625242794821566 1.14594760415585 -0.136073981352514 -1.63781284138738 -0.702300862436527 -1.2024956035019 -1.0565118656473 0.420493348766181 0.514102543699087 0.193030334489214 0.38949218221344 -0.170951440187224 0.389255621306156 1.10961284468176 -1.01855555370152 -0.231913711317266 -0.318951795828514 -0.137925199070833 -0.676882107200924 -1.07145991868284 -0.497438532146375 -0.416766336935703
"RPS4Y1_SLC2A3" -0.838908822465337 0.0210935049691129 0.119150779849577 0.512985116327733 -1.39956291237516 0.758790119137341 1.44075827880323 0.323626023494921 1.07710796135261 -1.72218026225103 -0.21977996368461 -1.00131394197015 0.0185036724227353 0.822106330893705 -0.0884890788603751 0.308212132014068 0.692733383343922 -1.18774487204882 1.46770179692381 -0.311514848842701 -0.7299424404874 -1.85776944836636 1.0838265874752 -0.401515521804986 1.45309034972228 -0.633527757656238 -0.290424319617731 -0.00127637419641599 -0.764505825576393 1.20427673754566 0.137739528656307 0.0485725768185291 1.29040256576679 0.712198152371406 -2.26305341000943 0.510358372586741 -1.92172789905483 1.14940855291789 0.115096323864312 -0.746891318618897 0.993659657612358 0.824196094109778 1.60355641214781 -0.375759540934978 0.528682390807762 0.0498360760891757 -0.0280022799431063 1.71523475440798 -2.14330888382526 0.901327122450751 -0.707592406852679 -1.20316981008671 -0.601172512462807
"FOS_SCIN" 1.03862626914624 0.188212296679715 -0.536962444690092 -1.10264329074289 0.353163101430483 -0.291106801664342 -0.359358906830795 0.957989337144202 0.379721551496373 -0.0164926852721697 0.737074455037607 -0.276618379481388 -0.360285869644504 0.547706219568186 -0.105557854065451 0.176722253343871 1.09242634339292 -0.634948544120608 -1.51210713295365 0.448004023714208 0.156522047879017 1.66827304344986 -0.3942056107543 -3.946496593788 0.999616534906382 -0.383637807709214 -0.11459103757789 -0.407212364988484 0.0951295947553266 0.133961674079359 0.225512620514493 -0.293700497683017 -0.638409640229411 -0.272930075996097 0.675283409274195 0.242025248534157 0.52169678633124 0.52184330995622 0.522475767031056 -0.441353124250219 1.31021684274049 -1.81332585790747 0.0626070841003491 -0.52666273424108 0.127817011176276 0.54075735450068 2.09019028436086 0.0857164723475219 -0.0175325121188439 0.137674385238868 4.12308429493656 0.901742162267328 -0.252853726722803
"CXCL9_SCIN" 0.311674313202574 -0.282116658888772 0.531400425583102 -0.422115214183416 0.326017398099886 0.767121557750095 1.04190004534368 -2.0737116771826 -0.895870513804727 0.0316601807010121 -1.72108142343334 0.367251684480242 1.25157655717596 -0.35545350197085 0.431885833019139 -0.594890760097541 -1.60606367584309 0.0788092532163843 0.209248038194115 0.954283782885705 -0.107025326446558 -1.01434113059395 -0.426624933423853 -2.13472019132636 1.04066350524332 0.371695298010509 0.417673998930238 0.564911987389094 -0.0418478761321345 -0.158885667179716 0.36661778818421 0.409029447916847 0.157688318319004 -0.475913978469934 -2.13221424307989 -0.267686829452461 -0.958175045990418 0.762763973556671 0.884230229361182 0.298869046244848 0.938259612038873 0.587286504922342 0.0106784813102481 0.566575687436781 0.830150746480272 -0.594222201302061 -0.935323487126794 -0.0859547347407307 -0.0650208065680785 -0.41288918334265 -0.639009994557962 -0.510428949967554 -0.456651964478746
"SRPX_SCIN" -1.53495654005625 -0.245279716926129 -0.642793246605093 -0.872325023786856 0.0719112191899065 -1.2620835285045 -0.554390437865979 -0.113402870086532 -0.847389263752621 -0.188191167300678 1.81263252954767 3.39606600082546 -0.194622838319631 -0.512237408604292 -0.163588576717685 -0.340473232965246 0.763077817835087 -1.01398431540277 -0.545010337027743 0.449006697338523 -0.832350851327799 1.69998258336355 -0.4719181073617 0.287423388752856 -0.251596364373566 2.0054610859472 -0.752460054981879 -0.403162307028678 -0.0820133821060342 -0.0415159433899246 -1.0179206895055 -0.14573202829124 -0.039163982826611 -0.771663380435464 0.788199965852996 0.710068505729818 -0.86704029707061 -0.646555357794077 -0.890760363543219 -0.372973562417042 -0.847264287848727 -0.215758744157533 -0.123992251020146 -3.37763913430404 -0.779812434531806 0.158608165368439 0.152660754485089 0.180772554273596 -0.167095059544701 -0.578166122662818 2.14193811415851 -0.216485114507988 0.0839323019190576
"ENPP2_IFIT3" 0.215870511937529 0.416648463830039 0.0080037568729765 0.828109850329636 0.0324306296001958 0.355260277688764 0.441835129894206 0.204213332897375 0.349813623809055 -0.00478068493870198 0.132248369480716 0.748074743013414 1.98696670284368 -0.111716219801609 0.0980546369417173 0.39199950071496 -0.0696703615726868 1.58417724202031 1.81053245611347 1.75007673758174 -0.74547829309811 0.197642679080735 -0.05476848412746 0.114054050495373 -0.53152821322095 1.1704037022052 1.81579079535298 0.159387802934005 0.103758304106031 0.0874976544021739 0.123725372448042 -0.0995551346998593 0.753450944233233 -0.00431447264288876 -0.456051872711793 -3.6804361127763 0.15406560432153 -0.0253304112049612 0.304125007552111 0.284427873198201 -0.0262439348451657 0.554143566645856 0.246336289414001 0.621004562210861 2.73688962603316 -0.837189026335497 -0.929269792235962 0.071843381488032 -0.99552739143998 -0.284924757359721 0.240688122349663 -0.0534142500540412 -1.12743457197484
"TMSL8_SNAI2" -1.87961722347743 -0.562130935436632 -0.0507028741163309 -0.0354592471300487 -0.637296038061455 0.278570552842888 -0.825397745136724 0.892743974623328 0.0805663703770343 1.21417734886981 0.344740381804686 0.294584484838506 0.392140924901962 -0.358076814141721 0.275335144412017 0.105345384497842 0.236010812841018 -1.24748493476425 0.35258870959076 -0.431209595252103 -0.363803799457231 0.660099989794426 -0.439204737823074 -1.64677914039321 1.99723130498917 -0.877494709237973 -0.223138625176337 -0.0904640676234601 -0.144110686880121 0.133744457795318 -0.716542805640238 -0.56354982552093 -1.23778543337313 -0.0516140309825869 2.24894357584082 1.8345360683604 0.73907452834908 -0.275856603133329 -0.569624044954978 -0.302712904218747 -0.116351118372682 -2.08658164152063 -1.75765808709397 -0.649327299157828 0.517669189718918 3.27174846492125 -0.927669080347157 -0.0769512757928592 -0.0170267537495609 0.162116109899965 0.0795857735366975 -0.0811648738743741 -0.278397728027696
"SULF1_SNAI2" 1.4468292188716 0.835174582370523 0.119657478300568 0.265368164816183 0.232819571421015 0.29785722531179 0.443578967105447 -0.205333427176515 0.546660953648444 0.2744365054575 1.09951217094826 0.0862916682623422 -0.145729356100623 0.407422099573347 0.410646199764011 -0.597309761040506 -1.05585559774939 1.81163779172555 -0.679342934136128 0.27342895608858 0.385940838584772 -1.19687277461944 1.99795296419835 0.62864441283942 -0.545420918164346 1.79587541840231 0.307441135200183 0.228648402223232 0.0966656966893269 0.167052155972258 0.620196284752062 0.327545872401442 4.1715257832008 0.264561348522856 -4.76952161634978 0.551236410484468 -0.71297695056191 0.545044932848296 0.723856991811425 0.287032773670718 0.269768001327315 0.695213027314429 0.388496130810212 1.15481080511155 2.64514515288787 -4.30572735381975 0.950721598254951 0.278833159569388 0.273765482885836 -0.175041014086763 0.183580037103985 1.27236767281267 -1.31621814002606
"SNAI2_VWF" 0.756825455607151 -0.675174524301234 -0.142704620629087 -0.252980988545665 -0.651392411063502 -0.257260550811744 0.868415892180925 -0.529343284378348 -0.0235417077485719 -0.726823444648668 -1.28157266678563 -0.271569081752025 -0.273796690388684 -0.614882132825046 -1.2317291065784 -0.286252925996574 -0.649792251343199 1.59974047632407 -0.00128680038571111 0.797322024478531 -0.298294005757747 -2.05282473111834 1.85467392116302 0.852786681114771 -1.26261055747313 1.35761143568888 -0.302379795428743 -0.138763986046717 -0.283779685426113 -0.254826151405407 -0.283074718406185 0.479864940204563 2.55451183575742 0.176360507926218 -2.14424514413448 -1.00335124985978 -0.813228002433694 -0.424729715753035 -0.566544570572382 0.0983494478835767 -0.242361697649969 3.90283175338466 -0.739934045251999 -0.402823653173285 -2.20017534059571 -2.36730307386648 -0.557835865762601 0.0124697568888817 -0.302182026554042 -0.515312613975837 -0.252940329962631 -0.0594810044087956 -3.20373669356747
"ADM_LEPREL1" -0.281619115171488 0.269510016098251 0.0626498188533026 0.787152269197932 0.251274110344845 1.69686963375866 0.881020493464756 -0.747291959105645 0.457058980497696 0.0805834674518026 -0.200582329309597 0.071121641529077 0.145097034435296 0.121822735951087 -0.43990000324828 -1.05845186083925 -0.832089130108925 1.98352109316253 -2.097939838425 0.0764818919802045 -0.466811743248448 -0.304492457063255 0.386674165012417 1.53901044005249 0.786396768164533 1.06679021400809 1.3559334582376 0.028729131828344 0.951012786876465 1.07661597168603 0.401075146376322 0.285421905087258 0.835539180855725 0.265235271150601 -2.28639227591184 0.960099905385738 -3.15929803481219 1.09310015042005 0.434461754380908 0.0449842927083007 0.626915041671839 -0.0332877986016701 0.0990167780431664 0.896619594799365 -0.187636257290246 0.124240347373959 0.414644344741536 0.137721833460095 -0.26991172160058 0.130617152535154 0.0784406371676061 -1.23778193748584 0.0718506024284062
"SCRG1_AXL" 0.365416617070586 1.16040305816915 0.788561497365134 0.111670013110579 -1.6373033461505 0.472407846923246 0.584038435656018 -0.427980718256145 1.76378613754817 0.646386886413882 -1.20356140635018 -0.455902243086498 0.163776061961422 0.104503020047188 0.147745342916826 0.743962639841825 0.652294910139438 0.445600338928321 0.104035913189706 0.565991437916455 0.197199946258316 0.204659205501831 -0.0190924768949704 1.39178522933722 0.435127221454707 0.960964882055204 -0.0314962808234267 -0.330059726270018 0.219656963679897 0.512981708349063 0.00773541063770675 0.80463007583363 0.88768561092955 0.103121919759537 -0.628838581647945 -0.847256974987469 -1.19188912833948 -0.0576712948460227 0.415003484191433 1.06084594980683 -0.709409441989204 0.628520188380218 0.116451091528012 0.0866295094580946 0.686270626611551 -3.54248809325367 0.46576130572169 0.481335458141015 0.599472740852763 -0.388805023078387 -0.851388573267023 -0.0331602549219221 0.776147487055793
"PLTP_IGFBP3" 1.84904290622503 0.0605325495222976 0.832435628788684 1.10856234294811 -1.99363409748161 -0.0894237758748058 1.07024116797902 0.235321863186333 -0.9761627724974 0.287527607754324 -0.195598590667008 -3.27054737421229 -0.202457912989733 -0.124427088165269 0.0736154360450338 -0.347270373578658 -0.215037024202781 1.66845853674627 0.364798688546409 -1.51616211142128 0.31993907226732 -0.729064755344338 0.354090010588637 -1.1757870368268 -0.295506215219738 1.23866078630064 -0.0278896619227708 -0.329345855832933 0.0268966236024955 -0.220334502569743 0.103193715916815 -0.536322865111918 -0.0844282917877138 -0.0287581004934311 -1.49207247551981 -2.23247660687207 0.100945331848072 1.70066337876691 0.558120749647272 1.26250429993756 2.21935179549024 -0.14714964194239 -0.0760355649183909 -0.0460471478407841 -0.303905628502395 -1.08471392260414 -0.268826051858499 -0.0459455905975443 0.0334568259184609 -1.56389955511717 -0.0399233470577256 -0.481375855296835 0.458929469938313
