,mapped_feature_0,mapped_feature_1,mapped_feature_2,mapped_feature_3,mapped_feature_4,mapped_feature_5,mapped_feature_6,mapped_feature_7,mapped_feature_8,mapped_feature_9,mapped_feature_10,mapped_feature_11,mapped_feature_12,mapped_feature_13,mapped_feature_14,mapped_feature_15,mapped_feature_16,mapped_feature_17,mapped_feature_18,mapped_feature_19,mapped_feature_20,mapped_feature_21,mapped_feature_22,mapped_feature_23,mapped_feature_24,mapped_feature_25,mapped_feature_26,mapped_feature_27,mapped_feature_28,mapped_feature_29,mapped_feature_30,mapped_feature_31,mapped_feature_32,mapped_feature_33,mapped_feature_34,mapped_feature_35,mapped_feature_36,mapped_feature_37,mapped_feature_38,mapped_feature_39,mapped_feature_40,mapped_feature_41,mapped_feature_42,mapped_feature_43,mapped_feature_44,mapped_feature_45,mapped_feature_46,mapped_feature_47,mapped_feature_48,mapped_feature_49
sample_10,65.00093186574274,57.51461526878536,51.636609787463584,97.66641564561121,94.20911077123598,56.54111433040628,95.14263705829097,89.88239168687605,46.28765779762018,0.608069808799061,99.26627948098668,71.91342292229062,28.27846987749334,64.87884192493742,63.74406266073234,56.05400403702251,27.18496659144163,18.336474792314718,91.71523805659487,84.75108468673692,10.115084854635036,71.4084342187584,47.812052308470655,18.566537114901216,13.725357927549254,88.57818877989625,21.63226406232375,6.10791404611758,21.368596377906524,18.446057405564154,70.14750455482397,51.581539644542175,36.1706148634466,56.21022153441285,24.664623262415198,53.806854822392616,19.393267002485924,8.758814893372302,36.63268636044472,64.64764021313249,60.193434072167115,71.6502116402502,61.58890527332409,53.801530754521146,39.15038651151777,58.09843879418266,96.9584852418121,18.633459818841292,94.89401531876364,26.512834853645217
sample_11,49.786337255647275,67.42640291487315,13.901283413477383,85.84724546929732,93.65255971786098,76.20217009020259,8.101172525688604,39.68306591956306,50.696418956483235,39.50510908712771,74.81133925684522,98.37735965072342,78.00146557552472,82.10089118301599,72.59204296825268,74.8725090315273,15.181809027440242,27.179177287480115,31.93209105426672,95.46183287215358,82.1455466692271,50.18832846919617,10.760565971995872,23.327964970941007,8.902085773588396,50.98188138099514,25.97485702305956,2.8442165189402457,64.55587704142827,35.63535391346363,86.40231954158583,15.462886061539649,96.84612622763116,54.882314246976996,36.807088939103025,70.9263153775665,45.90648354115342,13.509624495497585,34.389544475914406,43.811048422366625,20.359367671013327,73.26968531534916,25.537942896188348,55.20033349378164,29.636738942464092,36.77486061054373,51.449753663422726,46.29575766613676,36.12637391596058,41.96348512937632
sample_12,89.98614658727278,59.86738966089686,12.714029895060952,58.58563499361055,59.31649765421773,3.456054541229525,59.49740096913477,83.70158967778887,72.28868370756433,5.202309473074573,49.48246944835344,86.93263628135365,5.844018524975203,4.084964890653087,93.43941159925159,13.490113045377583,99.27276241760778,79.67716112438829,37.893694706213566,90.34288674860719,29.82334594420163,17.342052219699987,19.355873350585174,66.12990832279787,65.93156783622284,28.63617831347365,91.98822057548627,44.9594035620227,78.05198643652874,9.018116156366974,39.127993596769585,99.08016205128843,33.2931405963434,64.98832788014815,69.77861258472592,42.0218363475659,35.28031844490498,87.94088314169406,65.29389398433717,94.818041781439,49.87140196850386,86.10042185073364,36.04618965671723,55.34521724681777,25.721252037959076,82.01862625165612,48.61930422321928,14.416327967858567,17.131344386509873,55.956063622433774
sample_13,86.7543798526831,87.69044546460198,17.85380628940899,63.65656069511403,52.024843036340584,0.2858259197142665,84.4442924015278,96.53593747168627,26.911748662680722,52.79532986909593,40.840689190745415,71.03403638576867,55.583606762160066,63.03263667986907,60.43220282296111,89.60356353887164,32.263991773047486,0.8823084918172852,84.02931745197063,33.78515698744583,1.256817140033828,37.75543221374068,35.85189524650255,35.29977400102465,61.27069453099495,63.18570817282924,11.079627795425795,21.898628583730716,79.19618653866348,96.49695491306596,33.3498246945832,30.842918265804876,95.6425728134633,11.664235497262265,33.97942385302073,60.86701485367537,14.799430689070247,79.51043520100215,1.4773784223862108,17.174898638521995,17.359245982443895,77.49112203801994,1.6616031644499651,68.49993048334703,54.27244834552815,20.509521869222535,24.74722443030446,42.99037494755245,0.9190416703472426,55.66820496104919
sample_14,93.00236269305877,10.749474963261285,34.50765409018383,68.64591251719702,12.13874127042004,22.61578824841881,41.83275977821843,96.1843731885472,78.28638403970942,52.1876029261558,39.974975419147476,72.0269172990488,34.54262226708254,45.02469761787938,26.05710065080764,0.891576334492028,1.7185923709218787,13.50523394164841,98.13549795525202,59.70869797073506,94.57987850323583,79.34528779334822,46.67942829354086,22.572963326544095,83.48411832356985,22.324472485779122,12.528323374166062,55.66563468881104,67.8160255769341,67.9086441386539,95.2098708678402,58.33211892382795,24.689549006717037,0.9929466791231079,86.04161213358277,20.281482119321858,19.71177047078183,45.98435010037052,64.78883034615352,51.33352367125576,92.24839616471525,60.00100240042764,53.0569897052527,98.2962139231066,26.27317042553301,10.829422658822407,36.197952435631066,75.35594378557508,14.476413924992782,28.53543750112181
sample_15,23.338274905052348,9.662488656808154,87.43441042266024,91.40074622308414,51.51454408749897,72.36469667829127,19.664013980324647,72.52252471186222,38.08570509703721,35.114871755942254,86.25971931609583,47.424304841938316,52.48280389630586,94.518630859133,81.15010628388194,18.7518171108248,89.03796437442143,5.994313537645235,44.88324042549703,59.90510763507607,73.50741530072486,73.576884246989,36.92072660425587,0.9493981164273357,38.44674868348409,84.47675095343065,59.64824524452352,61.70678809074703,97.6899974626575,89.1228417039774,76.63376071501162,57.59686378763884,84.52409254718887,12.929263298196346,47.560598146022905,96.05223524910991,93.69676556076362,37.28099905560983,7.417841498365096,20.43587110110674,69.75680010001687,31.703101640988628,32.795833389801786,11.089786060276685,55.69285327417809,6.75691649061706,58.62770075150864,2.930829578352301,85.26248646484737,96.70059130417154
sample_16,58.97707303971339,52.493349636900376,79.05419048946936,77.60672603636935,23.856017626087066,89.49121688654611,48.36154774573587,55.659285057414365,71.73271932240601,10.40832551779033,47.83388669937262,5.081978677179,56.14265940395743,53.03028285789693,12.402305769896993,13.48437035672363,74.34355923951075,59.64156671237875,8.934484226205953,69.5923710112114,1.3030818862207694,27.022148086915664,96.37656392113672,98.65584962970954,12.127265435092937,86.33371615589786,95.47308647516373,27.77562924801843,94.56150580917722,35.87662310238694,47.651695719423294,38.77571940162142,97.38854707615432,29.93014204209573,16.36755172468014,71.66764691395852,27.93433683908576,60.074785195734336,76.85435011744899,36.61913906768878,76.62604406982706,97.49129563140323,51.749771881644904,27.060932059312726,54.86558889241191,28.46408594006895,9.4754035546881,21.863123944536568,5.7854391627143675,53.32851540100516
sample_17,95.8829043681328,67.66510349841602,2.028867354043218,45.11314400924235,78.43211764200383,66.19831214934433,91.12431450138959,9.316169071531565,84.49225385269317,57.949532851989446,26.862550532038533,71.21504247329098,50.24461492568742,38.57429115016486,39.491521267717054,11.040126510779725,75.8890998697246,34.11209082088447,98.4859966442587,78.62096649575481,36.97974026269607,98.95001119271866,23.048322947757395,11.340401866439153,5.910723840832333,66.6416230872706,8.629332530504541,38.81102439155488,69.16353654462709,88.46006116168577,41.84554208381296,7.304362066866021,18.057418849479156,52.959703478264345,82.82117252803206,77.07663602515204,69.24718229785837,97.00649242144472,73.77190468243673,27.947354458294626,13.272369269938622,13.695527088125948,91.63612097618942,82.6637149987969,50.499481640681374,65.10418413458984,50.92778089259886,35.13616006858854,55.915153497507184,56.829265316310995
sample_18,60.79447167924622,84.59937440866098,39.834772556565134,47.94249102825445,26.904970766408475,36.38785481016142,70.80656824187754,54.26026142085666,21.626192959046687,61.65862876203999,66.83699254630224,62.812723828669526,20.035345333846156,33.13471553976661,65.42644024178679,86.89924742253167,25.633578383754376,18.389922155414308,95.73887354629149,22.599308420948283,25.255079369391165,21.590789260121703,43.68039313229286,11.14509511226709,0.3388945975925317,34.18644765896954,23.635188649629455,52.73297874993372,8.647661183388333,17.49576991293631,8.570007341690689,18.845488396255526,67.64244216530318,42.68324336201975,6.092994410155283,38.88203587878907,16.104339856226634,30.000746259633182,66.2226168309181,88.04984760060226,82.13670798728093,62.36228739791401,15.674550394398379,3.133723246754283,55.62501676384897,62.243458376923876,77.27295604398246,62.936911400840955,5.81770940330032,16.41453044662192
sample_19,61.65184410919936,52.26294261015102,25.980146304346874,82.18449693598376,34.61872690083839,97.07031264179969,52.92025875553824,31.912583861821453,47.65562991410259,84.54603265236902,19.21715538895078,65.72542598008852,14.890892157765434,74.50424565806108,91.34364741104032,44.836781483575436,22.033964778829652,82.31054034353446,97.92073897579898,11.832461041512987,85.52248825426302,99.38521770963358,91.33368588791913,28.221452604871732,61.00276445591211,99.84876952358131,9.809216704371371,3.9963305542046967,6.701249666142505,5.290387591053736,11.335564686709532,86.52086430226868,76.27759700645366,25.142142285432,85.07953548692447,5.066187284961043,79.75817441365052,24.369424135033924,86.51466301097554,69.34876684581485,62.34109294052437,90.8950797031312,58.34450048775326,90.43270635922866,74.93141289372932,30.208347453451413,62.13056870268163,83.40510440775324,18.862336113109844,75.27781998139659
sample_20,78.07740543756243,10.078697915368906,89.9871091650456,49.69694304048865,32.48729499634605,56.096023302472055,74.01117940602848,45.855986557140625,69.96667019124266,80.775107711425,95.22616922210001,83.90387439158914,8.031659959770298,94.56885006103005,35.53360071854248,68.7489680811973,61.637163859808744,22.9830670039336,0.9301248737538348,7.718331670030343,22.0093099232445,65.05255437983631,97.00783215412164,26.7782766046876,48.974186056083624,16.4953914182,19.400260926037184,99.3269499404405,34.30198431285613,99.58006636074703,60.2795149587086,30.797294830418963,25.619312791313853,19.926909597945965,88.66008255718288,15.65101255953495,25.57923818396234,1.8257417478023563,98.88194749224677,27.96842247468542,16.8013253351625,8.621158272779416,45.145267899721986,99.25980070489258,34.66337027573485,17.113206032196572,72.8817375752891,1.0288415913604299,91.08940655612874,95.67707929116294
sample_21,58.51078549384597,86.57559454237655,22.670135103044696,65.00565863460126,62.84371546647458,63.15580268723797,44.35037310335424,71.57148987748198,11.945635940739919,5.126991455823049,83.3222193115295,18.799475626369468,0.47100496722635166,84.8856860252875,45.91655742928049,16.96880239582278,7.770436691208982,71.22942467937906,53.69949180425082,32.7308216049277,31.96188099036442,22.41048157919655,44.24182911352715,3.5279916668684796,35.00674317523386,20.005275025870585,74.91837966744501,33.1056259267532,19.795852828901673,63.516423698483905,76.586671924624,68.35255837937208,45.56496482196744,23.74266988727508,11.491035382059668,14.372154155174554,6.604608275227964,99.79747383351481,87.73693373041414,54.850136126685776,27.118103483908516,16.65932769449188,50.90826344668818,99.22075544290708,67.23772894532775,56.15826415887396,89.717981775561,1.7672094603370492,93.38629163425168,40.15793075274634
sample_22,31.090449926370802,45.12843327382111,95.33887975197294,78.69785149082446,46.35807382423048,82.26322862487466,31.352379213740278,15.00889901878909,64.98298939301243,26.047706263539673,91.12485446339007,35.388640291553486,65.5305121065839,13.661997391610559,14.660171353076734,60.42913512568293,84.61945834267658,70.53635530816751,66.68094099583057,77.46472941334177,31.778475305689135,51.772915483180945,65.27821202196341,15.84191402030739,69.64314744689149,43.5776991346381,29.033950683794487,90.77094827440985,21.149124901422677,20.97163653586516,93.02138577451142,56.71435833064141,83.93235721392114,96.08997970857669,50.83596495140015,27.037131377082346,33.03611203510908,52.34311462511282,69.05674385432211,59.54828095396796,6.268105320270145,79.63729447230793,89.07815889178639,48.60820794828549,17.679306009651043,48.33077941565524,68.46677869662821,91.13618322676722,93.99401863003895,37.12476729254568
sample_23,37.035360900408534,50.25393283707253,11.977459132263114,49.63856245328212,65.8437645892872,82.18624345930284,38.122436478323394,20.27275892979783,45.73741397313695,10.300656344976499,69.8609011821755,46.84706537766121,16.427474971839363,47.77893770660175,3.8940112684844097,2.9281606207177346,37.20381508553076,47.75620096438199,16.60665802713215,48.13667280296489,49.79555465441303,8.26473850472036,62.95095118490961,70.18457558878768,19.699166516461265,36.65496378184664,38.11916153507766,65.30946276079396,23.577985738728202,95.61574747234542,74.32867282168587,34.95894580176559,36.80747217029723,27.64422377364092,15.65216383570439,85.72653617366282,3.8925483528882143,78.85194982015422,59.90123008950301,19.287494083099055,52.94807672011929,80.10898466467657,50.429081690905505,64.24774483010334,88.70506907123492,16.76134943067391,88.09415324554267,35.63976952781645,53.02555511330878,59.24198142565833
sample_24,95.14070834978757,49.40712795133243,96.43683599698183,70.72040040029505,51.794072097368286,70.38932396751298,76.68845305587129,53.424415104466014,48.44659845508772,88.6212731971044,68.20214187518793,24.43273523345941,93.70653701902408,83.60616470126264,1.971747511581956,21.59953050482313,59.45124615188572,46.45205152130825,7.970632020718826,93.9360137097476,75.92347490764936,87.28659086861795,35.371417480805725,58.113453188148576,64.60830042947609,3.825147927919148,33.925335865832416,52.400495592710975,57.516856050455104,60.5704505530004,16.744710621104808,8.573688656123657,36.84155878276552,58.82429326425438,17.021033147462063,52.00039545295314,1.6031735792624513,20.79734849557039,47.36477064629157,6.3417501902755085,27.58036901642207,21.574471191582457,71.61350128455337,76.79483124966166,29.494379270911118,42.49649702256868,1.267502411019561,23.889513631099767,34.037599327042145,64.68366468077186
sample_25,34.86572136551966,69.35897099589998,51.03803101918104,71.76964843384292,78.56402493584184,86.76898390187468,70.46352574999351,84.6229587285402,69.08630968061554,72.90225889751018,59.721021866324634,81.08409578386386,63.60896046620657,81.23978183619866,84.5947296672242,26.170312543959994,94.86966186527562,68.12964797567078,80.37815198446377,69.24338155773323,66.55318128083523,5.101753291684464,20.942075242572354,54.17872804267427,44.026912801535524,66.17313471809622,4.949870878499518,27.161589862821213,82.79209404385178,26.441374861100144,26.901729109058103,42.86927182513075,39.61266634173596,46.412504643745876,63.87973502697844,6.251054342648721,90.6680995127277,46.605769094502705,44.32272551482369,13.811260608719135,43.97473350475924,14.3790323451649,63.19816538232297,48.1393095669215,75.41312170624757,76.53737214991997,21.310028133925798,6.208891370217861,87.83574758625055,75.90328950573321
sample_26,61.66410407984779,12.248690961802676,25.34557314399316,9.020990081469481,42.16432711043142,4.302459121082247,42.38464357386018,80.26116660667955,72.21638718925746,64.62897457079471,78.13605350135292,12.738818634375349,33.048668184713534,80.57196715986238,84.75938255870521,24.76516187981779,36.80760667062145,89.4177372606568,43.09395273727792,6.088686896478879,90.13683803983785,42.544209841518125,36.575569819523466,5.925275897215265,15.110499099255836,49.63627052282102,36.62494322172506,27.11933049512475,2.67420466399797,31.197447306706838,20.932068097297986,39.612589629566855,8.974851275326923,42.69353157377478,50.428205966357396,53.23086497073214,95.06825256153607,55.2374829022922,25.850450720498262,39.01736615665444,72.78635642644367,8.390711460531342,27.84022603855931,17.857349455715244,84.54063957079524,27.426306356915642,61.05312889373339,83.05039169072232,8.833545411583799,76.67556066703774
sample_27,25.437444552155487,73.26072862917462,22.299788872404612,13.114214975060834,38.14108337093553,12.675285962187155,33.06859414076973,81.71759878428342,34.80501477176132,23.5729386476092,57.17784321237579,14.823493554578482,56.620927952765655,63.676094728118514,45.00792245714984,29.63244775057182,49.91679255354436,29.77952294964279,44.21182544773855,94.24207201198327,87.87652554151504,26.664152362548798,37.234361705609345,38.333788825989956,19.219493591653038,86.13805001947719,96.44685104720935,50.38480806683603,2.710547777176675,82.8638365247156,30.00208400225539,47.68311604322398,56.75719663458811,71.28232643832365,56.928622465040455,82.56804853144412,64.28973860801156,45.01083547175633,53.488625201922844,29.56584932221248,76.09830612067341,69.47322532596061,72.67432570468937,5.186541879507745,84.96012872838178,8.423294665737757,4.831734016924949,47.23596512989907,7.1029951219115155,11.452023779389119
sample_28,57.97566860459206,49.51334183549624,73.92613934893227,17.199640836354845,19.528499425060996,81.51745097242241,85.27256070700064,50.98381108198704,31.864290114240347,80.71834499916723,98.36787515293574,43.69097139014385,21.9878378291425,22.809490265847685,29.14886409294043,9.944024287214347,68.77292400489159,98.38665937225397,64.51410120511444,85.02452929260674,88.08212766839254,14.012999338478894,76.85833863418871,4.332398218365141,51.191513559778166,73.20056653998769,66.82528081924177,91.03265972198237,17.695353670522927,90.97914219525481,91.54390255375917,25.68637086508556,26.887880446216695,1.5367996992369792,22.08401724392114,78.97789716646282,90.01960481827854,95.37478822887923,71.31044462691236,99.59508026915795,30.644926941413175,76.77728195151367,9.355822293817495,2.8884285814310906,67.61035973963344,39.92994545703266,11.46279077627299,4.642468480640883,9.183836860816852,90.43153307629888
sample_29,81.84147109747222,84.6683563130659,14.150734168062884,83.54682406518899,76.65929889407454,64.08434682639778,51.0638351596715,44.042904952181495,53.85436068132171,77.54975241719477,2.8802083382446386,86.66284341823237,35.89387221943539,98.7415289639427,2.944463910809536,48.6553863518472,73.55573386630519,6.6706538650626594,58.5363700992501,72.96467213925938,57.19163159099826,89.7928545434521,99.53568611639386,17.427220621538908,15.75229897005148,14.609612687719908,97.34820096496436,93.51144492748126,23.46132329002868,72.80666627499524,79.70609046996876,39.18288100066321,18.7148584701577,38.69579298570335,52.89582515781526,1.057991731790231,58.95795545829839,56.79592032346675,96.24032637441363,1.3012489897916701,21.780475225170115,38.11542432451272,79.75133465880958,87.08049768748583,66.05990228971676,19.748901027765996,51.778487623377366,55.28938476951025,57.42428376485519,8.963429515729626
sample_30,0.6288551120130492,98.427994461514,29.385029404281106,73.02577574424511,97.64229606620599,13.884512837856999,12.218311735581288,35.25694997796073,31.461695865761495,35.319384063004655,6.192009489824246,74.67407446258335,73.72203194530405,74.61353120265628,51.00981025402939,27.940659175496496,28.56798290358399,20.240518285541963,7.648188582005099,71.91672907907464,96.39259960746975,81.84031560359163,93.86352881317787,43.59572653971533,54.800366288313526,68.0654081844784,98.79762721716392,18.437267597931285,68.20979549180797,3.4279448963915105,82.83771162670321,79.1672839491625,2.3870340454491434,48.04211966863568,78.19686686876771,27.147021081662505,71.85239207466813,30.05516957189056,50.23144819523887,36.77877308359576,28.500085901689552,68.84369913303698,96.3890187491195,33.3499438971434,59.626621093786234,31.539601074678135,50.00634318751152,55.29867713570761,29.27020681124195,70.95794424268193
sample_31,6.473370130682143,17.310383449194198,71.28108343061041,97.7561017131366,35.84874828288095,54.61996011144159,24.437672541324073,16.79842486832768,62.8301266198992,38.9684143351452,20.24951725018902,47.696158257292595,57.779555986933914,58.19918944208345,42.096970009144364,34.542241174508426,57.12998203484205,38.91781177528802,27.33210467870203,0.3021076053456029,62.37499849451085,40.88060098121841,18.19394120854393,2.1242209521449174,82.84487501648763,54.06309596219898,46.99917400067751,15.080705556256435,4.331646393406285,26.5645346498522,46.8564010989719,94.62191963436426,79.15310733236392,0.9060571072432633,70.81490661448605,69.23236387019716,25.959821348408752,82.60183891203746,29.27435001967811,68.4368769894906,73.80681858500006,32.24888211814654,80.84472811258932,84.30828110266229,20.649854578288405,82.5973952146266,87.51209602492087,37.11746472268024,77.47768964078709,73.36910642994476
